名称,市場,33業種区分,17業種区分,売上高(百万円),営業利益(百万円),経常利益(百万円),当期利益(百万円),総資産(百万円),自己資本(百万円),資本金(百万円),有利子負債(百万円),時価総額（百万円）,自己資本比率,ROE,ROA,発行済株式数
片倉工業,東証1部,繊維製品,素材・化学 ,46927.0,1486.0,2152.0,1691.0,144659.0,55569.0,1817.0,19649.0,46942.0,38.4,3.03,1.14,35215000.0
キムラユニティー,東証1部,倉庫・運輸関連業,運輸・物流 ,46983.0,1711.0,1963.0,1042.0,50959.0,25394.0,3580.0,4720.0,14303.0,49.8,4.15,2.04,12070000.0
六甲バター,東証1部,食料品,食品 ,47115.0,5197.0,5205.0,3431.0,33523.0,21139.0,2843.0,1500.0,51507.0,63.1,16.72,10.35,21452125.0
丸運,東証1部,陸運業,運輸・物流 ,47117.0,880.0,978.0,572.0,37052.0,20602.0,3559.0,4992.0,9008.0,55.6,2.81,1.55,28965449.0
高田工業所,東証2部,建設業,建設・資材 ,47279.0,1735.0,1731.0,698.0,32274.0,9634.0,3642.0,7100.0,4910.0,29.9,7.46,2.34,7220950.0
トライステージ,マザーズ,サービス業,情報通信・サービスその他 ,47302.0,1394.0,1366.0,761.0,16694.0,8892.0,645.0,2152.0,18402.0,53.3,10.67,5.73,30517200.0
マルゼン,東証2部,金属製品,建設・資材 ,47324.0,4029.0,4384.0,2903.0,48589.0,30995.0,3164.0,700.0,39303.0,63.8,9.8,6.12,19780000.0
サンデー,東証JQS,小売業,小売 ,47431.0,756.0,779.0,316.0,32145.0,10300.0,3241.0,8873.0,18320.0,32.0,3.09,0.99,10770100.0
長谷川香料,東証1部,化学,素材・化学 ,47591.0,5160.0,5164.0,3637.0,100853.0,79902.0,5364.0,121.0,92378.0,79.2,4.57,3.59,42708154.0
マルカキカイ,東証1部,卸売業,商社・卸売 ,47708.0,1657.0,1709.0,929.0,37321.0,18143.0,1414.0,744.0,17042.0,48.6,5.1,2.44,9327700.0
カーリットホールディングス,東証1部,化学,素材・化学 ,47767.0,1351.0,1439.0,765.0,49438.0,23920.0,2099.0,9900.0,17821.0,48.4,3.3,1.59,24050000.0
太陽ホールディングス,東証1部,化学,素材・化学 ,47866.0,9221.0,9202.0,6398.0,92386.0,71064.0,9171.0,8943.0,154948.0,76.9,11.21,8.11,28800694.0
山陽電気鉄道,東証1部,陸運業,運輸・物流 ,47938.0,3402.0,3354.0,2115.0,94924.0,35950.0,10090.0,32156.0,65205.0,37.9,6.07,2.08,111652992.0
パーカーコーポレーション,東証2部,化学,素材・化学 ,47947.0,3958.0,4040.0,2617.0,47242.0,24060.0,2201.0,7311.0,17046.0,50.9,11.54,5.76,26801452.0
中山福,東証1部,卸売業,商社・卸売 ,47983.0,633.0,1333.0,859.0,28726.0,21500.0,1706.0,136.0,15666.0,74.8,4.05,3.0,20214480.0
インテージホールディングス,東証1部,情報・通信業,情報通信・サービスその他 ,47987.0,4268.0,4392.0,2871.0,39067.0,23557.0,1681.0,2200.0,57377.0,60.3,12.84,7.57,20118000.0
日本特殊塗料,東証1部,化学,素材・化学 ,47998.0,3162.0,6741.0,4778.0,66987.0,36764.0,4753.0,6694.0,45428.0,54.9,13.79,7.71,23611200.0
ハークスレイ,東証1部,小売業,小売 ,48028.0,884.0,1291.0,971.0,36668.0,19657.0,4036.0,6979.0,12679.0,53.6,5.01,2.64,11025032.0
T＆K TOKA,東証1部,化学,素材・化学 ,48030.0,2427.0,3175.0,3203.0,60021.0,42847.0,2064.0,2837.0,32121.0,71.4,7.57,5.4,25055440.0
住友精密工業,東証1部,機械,機械 ,48096.0,730.0,81.0,-1488.0,77811.0,31495.0,10311.0,30204.0,18662.0,40.5,-4.61,-1.85,53167798.0
ミマキエンジニアリング,東証1部,電気機器,電機・精密 ,48331.0,2049.0,1746.0,1250.0,49207.0,16049.0,4357.0,19291.0,26465.0,32.6,7.89,2.62,32040000.0
サトー商会,東証JQS,卸売業,商社・卸売 ,48505.0,1373.0,1586.0,964.0,30294.0,21165.0,1405.0,595.0,12356.0,69.9,4.64,3.22,9152640.0
あすか製薬,東証1部,医薬品,医薬品 ,48527.0,1793.0,2002.0,2944.0,66126.0,39511.0,1197.0,3700.0,52874.0,59.8,7.8,4.76,30563199.0
共立印刷,東証1部,その他製品,情報通信・サービスその他 ,48568.0,2357.0,2097.0,1392.0,48642.0,16442.0,3335.0,12526.0,16729.0,33.8,8.71,2.89,48630000.0
富士通コンポーネント,東証2部,電気機器,電機・精密 ,48664.0,998.0,709.0,469.0,42553.0,2703.0,6764.0,16405.0,15376.0,6.4,18.2,1.12,14629626.0
アリアケジャパン,東証1部,食料品,食品 ,48803.0,10273.0,10579.0,7585.0,77025.0,65006.0,7095.0,219.0,269687.0,84.4,12.21,10.23,32808683.0
デンヨー,東証1部,電気機器,電機・精密 ,48851.0,4247.0,4526.0,2867.0,68678.0,51122.0,1954.0,1332.0,46519.0,74.4,5.74,4.23,22859660.0
新日本無線,東証1部,電気機器,電機・精密 ,48865.0,1792.0,1859.0,616.0,40409.0,11192.0,5220.0,10069.0,33261.0,27.7,5.64,1.53,39131000.0
日東富士製粉,東証1部,食料品,食品 ,48875.0,2324.0,2610.0,1729.0,44654.0,30038.0,2500.0,4000.0,18605.0,67.3,5.93,3.92,4692364.0
スター精密,東証1部,機械,機械 ,48937.0,3606.0,3583.0,3181.0,68350.0,42938.0,12721.0,10568.0,89410.0,62.8,6.9,4.67,47033234.0
白洋舍,東証1部,サービス業,情報通信・サービスその他 ,48977.0,1414.0,1338.0,1005.0,37664.0,8217.0,2410.0,13285.0,12714.0,21.8,12.8,2.74,3900000.0
タツタ電線,東証1部,非鉄金属,鉄鋼・非鉄 ,49114.0,4286.0,4368.0,3324.0,47145.0,38153.0,6676.0,1050.0,60124.0,80.9,8.95,7.25,70156394.0
スペース,東証1部,サービス業,情報通信・サービスその他 ,49243.0,3367.0,3360.0,2169.0,31362.0,25137.0,3395.0,300.0,39223.0,80.2,8.82,6.98,24182109.0
CSP,東証1部,サービス業,情報通信・サービスその他 ,49318.0,1724.0,2092.0,1149.0,47211.0,20563.0,2924.0,5313.0,30908.0,43.6,5.8,2.57,14816692.0
四国化成工業,東証1部,化学,素材・化学 ,49467.0,7855.0,8294.0,5837.0,83432.0,60835.0,6867.0,3626.0,96380.0,72.9,10.14,7.25,58948063.0
日本カーバイド工業,東証1部,化学,素材・化学 ,49509.0,2577.0,2568.0,631.0,60942.0,19417.0,7034.0,19405.0,19584.0,31.9,3.25,1.05,81940298.0
三栄コーポレーション,東証JQS,卸売業,商社・卸売 ,49785.0,2704.0,2436.0,1428.0,23057.0,12701.0,1000.0,3700.0,9931.0,55.1,12.07,6.19,2552946.0
4℃ホールディングス,東証1部,小売業,小売 ,49797.0,6529.0,7796.0,4962.0,62420.0,48960.0,2486.0,378.0,95034.0,78.4,10.54,8.07,29331356.0
トーセイ,東証1部,不動産業,不動産 ,49818.0,9279.0,8450.0,5547.0,121276.0,41010.0,6421.0,70159.0,44904.0,33.8,14.36,5.17,48284000.0
三城ホールディングス,東証1部,小売業,小売 ,49881.0,-400.0,-616.0,-1721.0,47926.0,34736.0,5901.0,6813.0,26964.0,72.5,-4.76,-3.48,56057474.0
日新製糖,東証1部,食料品,食品 ,49942.0,2735.0,3073.0,2554.0,58273.0,50190.0,7000.0,1100.0,45461.0,86.1,5.13,4.41,22673883.0
オーシャンシステム,東証JQS,小売業,小売 ,49952.0,915.0,992.0,487.0,14444.0,6176.0,801.0,1816.0,10638.0,42.8,8.19,3.36,10833000.0
ノーリツ鋼機,東証1部,精密機器,電機・精密 ,50045.0,4611.0,6348.0,4290.0,116309.0,57293.0,7025.0,35022.0,53961.0,49.3,7.81,3.91,36190872.0
OBARA GROUP,東証1部,電気機器,電機・精密 ,50141.0,9745.0,9457.0,7066.0,56039.0,34873.0,1925.0,7564.0,126677.0,62.2,18.97,11.42,20869380.0
ヤマタネ,東証1部,卸売業,商社・卸売 ,50213.0,4584.0,4084.0,2621.0,94054.0,33623.0,10555.0,40615.0,21100.0,35.7,8.16,2.81,11344181.0
ソフトバンク・テクノロジー,東証1部,情報・通信業,情報通信・サービスその他 ,50225.0,2241.0,2286.0,1598.0,26807.0,12567.0,785.0,638.0,39380.0,46.9,13.45,6.06,21865600.0
フォーバル,東証1部,卸売業,商社・卸売 ,50262.0,2545.0,2615.0,1588.0,21687.0,8138.0,4150.0,596.0,19579.0,37.5,21.24,7.52,27732622.0
芦森工業,東証1部,輸送用機器,自動車・輸送機 ,50331.0,1510.0,1362.0,1019.0,40913.0,14297.0,8388.0,11561.0,20351.0,34.9,7.32,2.63,60569390.0
コンドーテック,東証1部,卸売業,商社・卸売 ,50410.0,3516.0,3614.0,2497.0,36524.0,22669.0,2666.0,500.0,31340.0,62.1,11.42,7.02,27957000.0
西部電気工業,東証1部,建設業,建設・資材 ,50438.0,1102.0,1383.0,803.0,47382.0,26760.0,1600.0,6048.0,11282.0,56.5,3.05,1.75,4627680.0
日本食品化工,東証2部,食料品,食品 ,50596.0,2029.0,2563.0,1977.0,41947.0,20611.0,1600.0,9410.0,14816.0,49.1,10.06,4.64,32000000.0
日本農薬,東証1部,化学,素材・化学 ,50641.0,4426.0,3864.0,1035.0,88791.0,46287.0,10939.0,17864.0,45587.0,52.1,2.15,1.22,70026782.0
ロック・フィールド,東証1部,食料品,食品 ,50720.0,3020.0,3064.0,2084.0,32848.0,26403.0,5544.0,124.0,55399.0,80.4,8.12,6.53,26788748.0
富士急行,東証1部,陸運業,運輸・物流 ,50880.0,4859.0,4404.0,2631.0,97567.0,24515.0,9126.0,51879.0,133919.0,25.1,11.34,2.73,109769477.0
サニックス,東証1部,サービス業,情報通信・サービスその他 ,50955.0,1036.0,907.0,416.0,31645.0,2813.0,14041.0,13988.0,14529.0,8.9,15.38,1.32,48919396.0
ニチリン,東証2部,ゴム製品,自動車・輸送機 ,50992.0,6618.0,6343.0,3644.0,48886.0,24607.0,2158.0,2748.0,40627.0,50.3,15.64,7.76,11055000.0
宇徳,東証1部,倉庫・運輸関連業,運輸・物流 ,51041.0,2912.0,3057.0,2276.0,38950.0,27979.0,2155.0,736.0,22115.0,71.8,8.41,6.04,43448099.0
アルファ,東証1部,金属製品,建設・資材 ,51066.0,3016.0,2119.0,377.0,54516.0,25141.0,2760.0,11990.0,22736.0,46.1,1.46,0.71,10200000.0
あさひ,東証1部,小売業,小売 ,51088.0,3385.0,3517.0,2165.0,34029.0,22586.0,2061.0,2937.0,33483.0,66.4,10.07,6.48,26240800.0
キトー,東証1部,機械,機械 ,51141.0,4208.0,3249.0,1897.0,60137.0,20344.0,3976.0,24177.0,34865.0,33.8,8.36,3.14,27048200.0
コシダカホールディングス,東証1部,サービス業,情報通信・サービスその他 ,51170.0,4810.0,4699.0,1900.0,33517.0,13557.0,493.0,9819.0,68823.0,40.4,14.1,5.92,20575000.0
ケイアイスター不動産,東証1部,不動産業,不動産 ,51257.0,4132.0,3996.0,2894.0,37084.0,11376.0,821.0,17680.0,28536.0,30.7,25.44,7.8,14232500.0
OSJBホールディングス,東証1部,建設業,建設・資材 ,51314.0,2983.0,3042.0,2663.0,42597.0,23739.0,1000.0,2178.0,39694.0,55.7,11.63,6.45,122513391.0
日東ベスト,東証JQS,食料品,食品 ,51354.0,1550.0,1655.0,1159.0,37142.0,12405.0,1474.0,10591.0,10614.0,33.4,9.83,3.16,12102660.0
エバラ食品工業,東証1部,食料品,食品 ,51365.0,1864.0,1923.0,1179.0,35601.0,22829.0,1387.0,166.0,21848.0,64.1,5.31,3.34,10468710.0
明星工業,東証1部,建設業,建設・資材 ,51715.0,5596.0,5706.0,3919.0,58221.0,41206.0,6889.0,1114.0,44659.0,70.8,9.88,6.96,59386718.0
プラマテルズ,東証JQS,卸売業,商社・卸売 ,51752.0,791.0,783.0,526.0,24185.0,9253.0,793.0,3655.0,7105.0,38.3,5.82,2.2,8550000.0
パスコ,東証1部,空運業,運輸・物流 ,51766.0,1186.0,938.0,-524.0,68147.0,13470.0,8758.0,41888.0,25848.0,19.8,-3.72,-0.78,73851334.0
Misumi,福証,卸売業,商社・卸売 ,51787.0,1047.0,1379.0,534.0,34656.0,15671.0,1690.0,12234.0,11591.0,45.2,3.48,1.56,6100503.0
ワークマン,東証JQS,小売業,小売 ,52077.0,9553.0,10735.0,7142.0,68763.0,53754.0,1622.0,1350.0,137503.0,78.2,13.98,11.0,40923408.0
日本ピストンリング,東証1部,機械,機械 ,52121.0,3238.0,2898.0,2415.0,67135.0,30337.0,9839.0,16491.0,19813.0,45.2,8.16,3.69,8374157.0
フランスベッドホールディングス,東証1部,その他製品,情報通信・サービスその他 ,52126.0,2326.0,2293.0,1931.0,62454.0,38077.0,3000.0,7500.0,44475.0,61.0,5.18,3.16,42397500.0
第一工業製薬,東証1部,化学,素材・化学 ,52254.0,3944.0,3773.0,2489.0,69046.0,26855.0,8895.0,24594.0,36434.0,38.9,9.48,3.68,53421609.0
サムティ,東証1部,不動産業,不動産 ,52409.0,8586.0,6788.0,4628.0,141170.0,32552.0,7739.0,97002.0,45065.0,23.1,15.25,3.52,26776400.0
CAC Holdings,東証1部,情報・通信業,情報通信・サービスその他 ,52521.0,1202.0,937.0,2039.0,50344.0,26678.0,3702.0,5755.0,22575.0,53.0,7.42,3.99,21541400.0
KIホールディングス,東証2部,電気機器,電機・精密 ,52593.0,5312.0,5005.0,3375.0,42917.0,7141.0,9214.0,15056.0,11229.0,16.6,54.65,7.27,41587061.0
アトム,東証2部,小売業,小売 ,52663.0,1990.0,2041.0,121.0,33041.0,15855.0,4073.0,5647.0,158167.0,48.0,0.76,0.36,184559297.0
EPSホールディングス,東証1部,サービス業,情報通信・サービスその他 ,52703.0,6224.0,6589.0,3966.0,52530.0,33801.0,3888.0,3583.0,97578.0,64.3,13.91,8.63,46311389.0
セントラルスポーツ,東証1部,サービス業,情報通信・サービスその他 ,52712.0,4252.0,3973.0,2724.0,41266.0,19959.0,2261.0,5437.0,46840.0,48.4,14.37,6.58,11466300.0
フージャースホールディングス,東証1部,不動産業,不動産 ,52726.0,5590.0,5325.0,3357.0,104660.0,24444.0,2400.0,63624.0,36257.0,23.4,14.49,3.75,31555600.0
ファーマライズホールディングス,東証1部,小売業,小売 ,52949.0,442.0,324.0,7.0,24540.0,5330.0,1174.0,10359.0,5270.0,21.7,0.13,0.03,9039050.0
ロジネット ジャパン,札証,陸運業,運輸・物流 ,52963.0,2185.0,2175.0,1488.0,27962.0,8665.0,1000.0,9127.0,12044.0,31.0,18.91,5.02,14021363.0
サノヤスホールディングス,東証1部,輸送用機器,自動車・輸送機 ,53064.0,904.0,863.0,-2446.0,70562.0,17331.0,2538.0,22878.0,9650.0,24.6,-13.48,-3.46,32600600.0
三井松島産業,東証1部,鉱業,エネルギー資源 ,53086.0,1027.0,959.0,1323.0,59113.0,31709.0,8571.0,14817.0,19139.0,53.6,4.1,2.31,13064400.0
明和地所,東証1部,不動産業,不動産 ,53145.0,4082.0,3546.0,3166.0,64225.0,21134.0,3537.0,23743.0,22977.0,32.9,15.9,5.11,24893734.0
協栄産業,東証1部,卸売業,商社・卸売 ,53369.0,259.0,168.0,96.0,35841.0,14400.0,3161.0,9429.0,8495.0,40.2,0.67,0.27,31935458.0
高見澤,東証JQS,卸売業,商社・卸売 ,53818.0,846.0,859.0,664.0,33100.0,8782.0,1264.0,12046.0,4414.0,26.5,7.86,2.21,8792000.0
図書印刷,東証1部,その他製品,情報通信・サービスその他 ,53842.0,283.0,788.0,10687.0,101614.0,66725.0,13898.0,800.0,45981.0,65.7,16.95,11.12,86267808.0
キョウデン,東証2部,電気機器,電機・精密 ,53862.0,2065.0,1896.0,1467.0,40227.0,12546.0,4358.0,11875.0,26035.0,31.2,12.41,3.51,52279051.0
ニチレキ,東証1部,石油・石炭製品,エネルギー資源 ,54439.0,5742.0,5872.0,3762.0,65406.0,46768.0,2919.0,700.0,43378.0,71.5,8.38,6.04,31685955.0
ハニーズホールディングス,東証1部,小売業,小売 ,54530.0,2336.0,1894.0,412.0,38168.0,30583.0,3566.0,566.0,35070.0,80.1,1.35,1.09,27900000.0
nmsホールディングス,東証JQS,サービス業,情報通信・サービスその他 ,54581.0,974.0,561.0,493.0,24559.0,4633.0,500.0,11664.0,14523.0,18.9,10.13,1.94,10805500.0
日本リーテック,東証2部,建設業,建設・資材 ,54601.0,4551.0,5135.0,3584.0,67781.0,42681.0,1430.0,60.0,30485.0,63.0,8.76,5.42,25617717.0
日新商事,東証2部,卸売業,商社・卸売 ,54617.0,-81.0,81.0,-67.0,27369.0,17439.0,3624.0,3586.0,6414.0,63.7,-0.39,-0.26,7600000.0
イワキ,東証1部,卸売業,商社・卸売 ,55121.0,977.0,1071.0,8.0,36429.0,16830.0,2572.0,3040.0,16595.0,46.2,0.05,0.02,34357380.0
古河電池,東証1部,電気機器,電機・精密 ,55320.0,3336.0,2892.0,2373.0,55023.0,20608.0,1640.0,13250.0,36966.0,37.5,12.17,4.5,32800000.0
ツカダ・グローバルホールディング,東証1部,サービス業,情報通信・サービスその他 ,55365.0,3515.0,3598.0,1951.0,84752.0,32618.0,472.0,38317.0,27320.0,38.5,6.06,2.36,48960000.0
北川鉄工所,東証1部,機械,機械 ,55421.0,4255.0,4312.0,2041.0,68098.0,31754.0,8640.0,14371.0,25440.0,46.6,6.61,3.06,9650803.0
丸順,名証2部,金属製品,建設・資材 ,55483.0,2681.0,1931.0,1711.0,47015.0,3373.0,1037.0,27446.0,8389.0,7.2,60.82,3.41,10357200.0
サンヨーホームズ,東証1部,建設業,建設・資材 ,55504.0,1517.0,1554.0,972.0,50676.0,15817.0,5945.0,23590.0,8153.0,31.2,6.27,1.9,12620000.0
JMS,東証1部,精密機器,電機・精密 ,55574.0,1106.0,1451.0,1182.0,65681.0,30931.0,7411.0,17687.0,16720.0,47.1,3.83,1.81,49466932.0
シーキューブ,名証1部,建設業,建設・資材 ,55622.0,1813.0,2042.0,1226.0,47916.0,33171.0,4104.0,2424.0,15039.0,69.2,3.76,2.59,27644699.0
オンキヨー,東証JQS,電気機器,電機・精密 ,55882.0,770.0,-458.0,-752.0,29789.0,2199.0,4311.0,6456.0,18535.0,7.4,-31.97,-2.42,86613695.0
はるやまホールディングス,東証1部,小売業,小売 ,55942.0,2758.0,3028.0,1273.0,60105.0,36226.0,3991.0,3908.0,16205.0,60.3,3.57,2.11,16485078.0
杉田エース,東証JQS,卸売業,商社・卸売 ,55944.0,795.0,924.0,581.0,30811.0,9056.0,697.0,3309.0,5616.0,29.4,6.59,1.88,5374000.0
アズワン,東証1部,卸売業,商社・卸売 ,55947.0,6093.0,6306.0,4212.0,70986.0,50126.0,5075.0,3495.0,132197.0,70.6,8.53,5.99,20688135.0
三光合成,東証2部,化学,素材・化学 ,56159.0,2358.0,2252.0,1186.0,44004.0,14573.0,2885.0,11805.0,10686.0,33.1,8.45,2.73,25688569.0
大光,東証1部,卸売業,商社・卸売 ,56299.0,792.0,816.0,412.0,17674.0,2828.0,475.0,6244.0,12284.0,16.0,15.71,2.34,12043200.0
K＆Oエナジーグループ,東証1部,鉱業,エネルギー資源 ,56450.0,3234.0,3629.0,2401.0,89622.0,69132.0,8000.0,1330.0,56273.0,77.1,3.5,2.68,30336061.0
岩崎電気,東証1部,電気機器,電機・精密 ,56611.0,972.0,1002.0,335.0,69463.0,25791.0,8640.0,7969.0,15487.0,37.1,1.33,0.48,78219507.0
プロトコーポレーション,東証JQS,情報・通信業,情報通信・サービスその他 ,56717.0,2795.0,2883.0,1506.0,41934.0,26401.0,1824.0,6678.0,41880.0,63.0,5.75,3.64,20940000.0
サックスバー ホールディングス,東証1部,小売業,小売 ,56747.0,4465.0,4526.0,2658.0,38671.0,26122.0,2986.0,1720.0,39654.0,67.5,10.58,7.0,29859900.0
オイレス工業,東証1部,機械,機械 ,56893.0,4419.0,4601.0,1466.0,69110.0,54776.0,8585.0,55.0,70042.0,79.3,2.64,2.09,34300505.0
ムゲンエステート,東証1部,不動産業,不動産 ,57488.0,6310.0,5696.0,2925.0,58145.0,15465.0,2549.0,38320.0,26425.0,26.6,22.13,5.77,24355000.0
UTグループ,東証JQS,サービス業,情報通信・サービスその他 ,57588.0,3413.0,3341.0,2033.0,23144.0,5607.0,500.0,7459.0,89662.0,24.2,41.9,10.09,40607986.0
TKC,東証1部,情報・通信業,情報通信・サービスその他 ,57750.0,7642.0,7604.0,4770.0,81116.0,63035.0,5700.0,406.0,88212.0,77.7,7.68,6.04,26731033.0
ゼンリン,東証1部,情報・通信業,情報通信・サービスその他 ,57819.0,4234.0,4527.0,2462.0,65150.0,42062.0,6557.0,3544.0,129883.0,64.6,5.99,3.94,38200910.0
ナカバヤシ,東証1部,その他製品,情報通信・サービスその他 ,57835.0,2581.0,2831.0,1524.0,52344.0,21407.0,6666.0,13945.0,19292.0,40.9,7.32,2.92,57588589.0
澁澤倉庫,東証1部,倉庫・運輸関連業,運輸・物流 ,58081.0,3406.0,3413.0,1753.0,95230.0,40846.0,7847.0,36041.0,30207.0,42.9,4.41,1.88,76088737.0
日本甜菜製糖,東証1部,食料品,食品 ,58133.0,2178.0,2518.0,1513.0,98946.0,68817.0,8279.0,10025.0,37349.0,69.6,2.24,1.55,15325642.0
ダイヤモンド電機,東証2部,電気機器,電機・精密 ,58151.0,2291.0,2212.0,731.0,34591.0,7788.0,2190.0,9626.0,5956.0,22.5,9.78,2.21,9149400.0
中央化学,東証JQS,化学,素材・化学 ,58240.0,290.0,-179.0,-537.0,46740.0,8009.0,6212.0,16935.0,9216.0,17.1,-6.5,-1.17,21040000.0
新日本電工,東証1部,鉄鋼,鉄鋼・非鉄 ,58486.0,1717.0,1614.0,-116.0,84563.0,61233.0,11026.0,7891.0,69262.0,72.4,-0.19,-0.13,146741292.0
スクロール,東証1部,小売業,小売 ,58864.0,1242.0,1350.0,672.0,37962.0,22434.0,5812.0,2075.0,13419.0,59.1,3.04,1.83,34320650.0
ダイハツディーゼル,東証2部,輸送用機器,自動車・輸送機 ,58934.0,3498.0,3441.0,2319.0,78981.0,36415.0,2434.0,12677.0,23059.0,46.1,6.57,3.01,31850000.0
極東貿易,東証1部,卸売業,商社・卸売 ,59626.0,1190.0,1640.0,1055.0,49156.0,21052.0,5496.0,5970.0,10621.0,42.8,5.17,2.15,32479592.0
大成温調,東証JQS,建設業,建設・資材 ,59833.0,2304.0,2418.0,1967.0,44134.0,21326.0,5195.0,425.0,11399.0,48.3,9.65,4.5,7182487.0
タムロン,東証1部,精密機器,電機・精密 ,59903.0,2361.0,2855.0,1482.0,60910.0,47321.0,6923.0,4063.0,55299.0,77.7,3.08,2.33,25950000.0
三洋貿易,東証1部,卸売業,商社・卸売 ,59908.0,4052.0,4274.0,2757.0,32455.0,20350.0,1006.0,844.0,38044.0,62.7,14.09,8.79,14503854.0
京三製作所,東証1部,電気機器,電機・精密 ,59990.0,1551.0,1954.0,926.0,86962.0,40160.0,6270.0,21562.0,35193.0,46.2,2.32,1.09,62844251.0
ユニバンス,東証2部,輸送用機器,自動車・輸送機 ,60024.0,1130.0,78.0,-398.0,45759.0,18986.0,3500.0,9898.0,7440.0,41.5,-2.13,-0.9,23396787.0
テイクアンドギヴ・ニーズ,東証1部,サービス業,情報通信・サービスその他 ,60186.0,2439.0,2100.0,360.0,52176.0,20282.0,5264.0,19533.0,10095.0,38.9,1.78,0.71,13059330.0
三益半導体工業,東証1部,金属製品,建設・資材 ,60288.0,3691.0,3640.0,2447.0,79574.0,55637.0,18824.0,400.0,63611.0,69.9,4.47,3.13,35497183.0
ウィルグループ,東証1部,サービス業,情報通信・サービスその他 ,60599.0,1963.0,1980.0,1011.0,17300.0,4035.0,609.0,4361.0,27047.0,23.3,26.47,6.82,21114100.0
アイナボホールディングス,東証JQS,卸売業,商社・卸売 ,60723.0,1659.0,1895.0,1151.0,30964.0,17032.0,896.0,454.0,12452.0,55.0,6.9,3.87,11647820.0
ゴールドウイン,東証1部,繊維製品,素材・化学 ,60903.0,3910.0,4578.0,3424.0,60572.0,31881.0,7079.0,7109.0,90532.0,52.6,11.14,5.81,11912043.0
ヨネックス,東証2部,その他製品,情報通信・サービスその他 ,61042.0,4147.0,3839.0,3037.0,52213.0,34979.0,4706.0,4761.0,80420.0,67.0,8.98,6.11,93620800.0
マキヤ,東証JQS,小売業,小売 ,61144.0,487.0,835.0,280.0,30369.0,14022.0,1198.0,6556.0,7041.0,46.2,2.01,0.94,10540200.0
